doc_id,filename,mime_type
1FRhx2WCKpxpCJsL2qoEWE6Vfm30dQz5g,"Transaction_Receipt 21 Dec, 2023 07_15 pm (1) - Nikita Kunwor.pdf",application/pdf
1pCmOZR1qQ-tFoKiJAUsOCFfsFR2roeqQ,eSewa_to_Siddhartha_Bank_Ltd_2023-12-21 - Isha B.pdf,application/pdf
17Q4RFbpH-Dz9NCXyfwAHsKHxItrGZ3Rq,receipt_1703144943716 - Je S.pdf,application/pdf
1Zh_Ga_0MpPsMBcu831_VrAuFA0Ue0W75,eSewa_to_Siddhartha_Bank_Ltd_2023-12-21 (8) - Jyoti Adhikari.pdf,application/pdf
1-pb2B4csgTE5GDLYvuh5pecKqUw_J-xq,inbound6477037612799936044 - Praju.pdf,application/pdf
1BiegwFhlb1LA1e1f3kSZOU0oVsC6te8X,inbound8075228860816165428 - Prapti Ghimire.pdf,application/pdf
1AJn3nXRSjMBEiOex-rnt0t8-GkaLH8Wl,inbound4796105158517846462 - Prabigya Kafle.pdf,application/pdf
1GR9kcvIw-NX_LPbnIflyZ2IU0m6EUxkM,inbound5844895458483730995 - Reeya Sharma.pdf,application/pdf
1J6HjId6xOgJf5oLFi-X34lrom8BnHPsh,receipt_1703077992049 - SHREYA SHRESTHA.pdf,application/pdf
1KRwqUp8PfVtaoKnzsOYoULo0uuiEsZzq,"Transaction_Receipt 20 Dec, 2023 06_20 pm - Mamta Sharma.pdf",application/pdf
185CS51zYU4uiW6hYZ8iae8M_ztmtJS1M,Coursera Q5FXCZQU3YE2.pdf,application/pdf
1EFojQIAvNnuHU9cnp08Nni3S6O8fCEUG,Viveka_Health_Half_Page.pdf,application/pdf
1iTMlA7Ix4WVdwxyYFV-On8FMX6Y31VYA,Docsumo ad.pdf,application/pdf
10nYNlAHR3IMhu4dFcSQrBP_SV_HiJfJe,Zerone Magazine Ad.pdf,application/pdf
11ugTHukH21zWRY43FW_1Nzegcm5Eirwa,Programiz_BackCover.pdf,application/pdf
1kp6VN0oB8dwptl91WtSglxfFPwMOA4NB,Broadway_Infosys.pdf,application/pdf
1MvlsIlZDeSqVVg-vsAUowE2CU1ERQCQ6,Hitachi Energy.pdf,application/pdf
1E8XDoyjeOJIJOFYzUxT0Yj0TNJ4cL0Gs,Innovation Partnership.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1lrYU7GH6UyV8IWhSqaDeIhd7jULZsaTw,Food Stall 2024.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1ltC-KaKj84cEbPmjuVPakd_uQBi3Agpf,Media Partnership.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
101-xOaPvfs7dOj02YnvqYHApRuwrIY-iE8UQYcQvA1I,Drinks Partner,application/vnd.google-apps.document
1u-GHPhtPPyxxWZOwPyqbRTIYMH6K1lzp,Banking Partnership 2024.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
15pif5UnqDGiuF6DbtLWrqU72DKklvVrj,Hospitality Partnership 2024.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1So3pRY1JcoLRBg7jcBD1PGIKjV9lLdqV,syllabus.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1FUkAlC5ymDM5GtTUJFuexeYf7VFXzVO4,Copy of Payment Partnership 2024.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1PKOtWZzO03yQlt3fsPUaC68NkmoLgfwe,IT_Partner.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1mVomM9-yzgXg9tPQ78kVkJUgVHfdwdEc,Payment Partnership 2024.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1aeQsfBdMJDOYUhbwJlDHxP2jW84_OKsF,Internet_Partner_2024.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1PbSj3F_2gaDyEz60PSaD4WUFFlndTT5K,mero_school.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1hv5gJGeanM9bMMqnOPz8Eyn3JeCgXXCP,inbound707858709269552406 - Sandip Adhikari.pdf,application/pdf
1oNyYMjedqmHSVf7hnhJAYFCZRCUKtZcA,TransactionReport-GNN87KG81737479946823 - Shakriya Panday.pdf,application/pdf
1tYio2Bos6osn-69hR0Rsm8ij0RZIUegyyKvGoJEyC1o,Student Contacts of Dhading Nuwakot Rasuwa Schools,application/vnd.google-apps.spreadsheet
1_vbT_gNiaJcwXQXgL8kG1Un9j44qV4Ga,Link to cit photos of schools.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1gSnvvQuCoUHGvKCTQ8nQQThF_HiFC1tL,Team Binaya And Suvekshya.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1dn5e1b6hp_0Hd8jrMCS-Okgg-yOysVnvRpq5U1mh4wE,Brain Tumor Detection with FPGA,application/vnd.google-apps.document
1N3iYr3fkMUytuj2KK25kTxmUrIcm0H2V,NEWSIM.pdf,application/pdf
1WJkDhfeDPKjCSVZW5ra1isCGiinQ-ZC7,Npcs.pdf,application/pdf
1YYIoC8G8c2rZE19kIDi_MIcQVsrkZHav,The-Rossers.pdf,application/pdf
1Z-vKyIz_diMn7K0B3Edz1wc8cdo4QRIJ,Brain Tumor Detection with FPGA.pdf,application/pdf
1yPYpEZFDkXnKQ3lxqB1KN47_OZiplQRA,Pipeline_Pirates.pdf,application/pdf
12yfMniUSPCGGDO33ZggeRazCQes9q3xr,Digital Phoenix .pdf,application/pdf
1-lA3q9SsiKC0owIaQhoLlSQSx7FD-Qe-91tm0pkQVzo,ETW Report,application/vnd.google-apps.document
1-NxTflVao4433IOAhU0QyJF2MmH7JriM,ElectroTech Proposal .docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1bSOR2fPi9ZX0_qPIqyFaMKLy1W0Iz1oE,ElectroTech Week_Event Coverage Report.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1rjXUDrs6HkzxkpYuZad6ZzAWeVGfH7jx,Syllabus.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
188Dl5qE7yYvoHbdWZTvI75p1PfcMLmAI,ElectroTech Proposal final.pdf,application/pdf
1rnyv8wkIQLuAEE01n2CTBu-SHiAUwiAU,ETW.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
1eY4ciUqeEIzkz8MSIrjwmS34IqrQoKvf,_ElectroTech Week_ MATLAB and PLC_Registration (Responses).xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
1nx2uDw3fRsCcVy3ifFnsj47ZwptGhYAR,_ElectroTech Week_ MATLAB and PLC_Registration (Responses).xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
1MddxPPIKQP22WL8JYu5LZMHatz9UfJt1,Hardware Fellowship Feedback Form (Responses).xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
1keMkm6GGTzaZnm0IILOK1e2WUO5F80PWRPQhJQVnd-0,Hardware_fellowship_2026_expenses,application/vnd.google-apps.spreadsheet
1immgEbjdrSFtpplliLaHyhCRMacd5G4prSE6xUpxLIE,hardware_fellowship_expenses,application/vnd.google-apps.spreadsheet
1u2SBl1sr6h9A3oW90DjQELddwvTlEk5S,Hardware_Fellowship_Syllabus.pdf,application/pdf
1XulCA__97NCubkWBlIvVw-1SXGhSlILJ,MoU_RoboticsClub.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1CLmFn113BpcRqkeUIcVxFAnKTWxdoez7,MoU_TechAxis.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1kuOcFoYgSuhUDOtrlPwyZqsNbcMkZUsa,MoU_YarsaTech.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1hdYTOPUaVRer9iNLS8z5cQMLjE12fucG,MoU_TechKey.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1IC7U2D4gxBl4PmNUUZ1pfYKppTP90rYMilGy1_IooEE,Hardware Fellowship Proposal - 2025,application/vnd.google-apps.document
1Gv1KMlXBULqzfOUhpYee38VERAdMn4r6NQW1BC5A8GA,Hardware Fellowship 2025: Registration (Responses),application/vnd.google-apps.spreadsheet
17LQf9ISMoGQDsrWmzZo6SK-Q8PshrlZbRi5imOYeTGE,Copy of Hardware Fellowship 2025: Registration (Responses),application/vnd.google-apps.spreadsheet
1EMqTx6qM0NASxfruPqr4fQ5_OerpW3hK99NbSue7Byc,Final Hardware Fellowship names,application/vnd.google-apps.spreadsheet
10Ci-vXDQ5_ZcAnwujpQTmBIfkexhb3s-Pj3u1AHjY_4,Student_name_list_state_2_(CIT),application/vnd.google-apps.spreadsheet
1sgPtydAuK0npsYA01YXpzYegFvSxYgNe,Final Report State 2_CIt.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1eAcARuD8h5KAh9mGcjjRhD22yo52yZi5,Final Report State 2_CIt.pdf,application/pdf
1J5VkOlbsklkVSzs44hcL0Efvr8p1yE96dq3QXe4RMxc,Student Name list KTM Valley,application/vnd.google-apps.spreadsheet
1iz4aT_myuTJVZ_9h0k1QlvOzqgh98vYb,lalitpur_students.pdf,application/pdf
1ZubzCufktCtI_qizaXiH2O-d5ZrMzhHN,State_2_student_file.pdf,application/pdf
1bp2bQSXpacsNrnpS8k30GOItUBg_7aMq,pokharitar1.pdf,application/pdf
1RKrWWDb_tw8wkmw8i6n6EArefrh7Y7H0j__riPcgLe4,Itenerary_state_2,application/vnd.google-apps.document
1C1FK9L5GHzEkRlsPcwRk9Lj5yOcrs7ZLSLThYEcJcBA,state_2_cit_school_list,application/vnd.google-apps.spreadsheet
19a-5sIxouUxF4tSR1g9Npi1JS6o46yGoe7lo5dPGQyg,Confirmed School Name in  KTM valley for CIT,application/vnd.google-apps.spreadsheet
1YUiYEgswVK8DKqE4O0Gqeqauhsj2-YVPra237wiRQzk,Software_Fellowship_GiveAway_List,application/vnd.google-apps.document
1AqmU6wmT4PNl8R8IBNRVYbSouh1PULqdqg18G1bwgNQ,LOCUS SOFTWARE FELLOWSHIP STICKER,application/vnd.google-apps.document
1jdlSQvkt1h3JNeg1iY99XEqVQ9rnPIPZnlO0EvG0atI,Untitled spreadsheet,application/vnd.google-apps.spreadsheet
16BLtSo3f0PwyT4td8nIxXQUwdTBU0xyfM0F6XCfEfWQ,Software Fellowship 2025 Registration,application/vnd.google-apps.spreadsheet
12CUb72MYWmAwvblrLhh-cxmC6nbferEH,portfolio - SURAJ BHATTARAI.pdf,application/pdf
1IOV6GIJC-Tr7npwuv3Ea4N7KYIBQZ1rY,Software Fellowship - GARVITA DAS.pdf,application/pdf
1mLew71eAN2tFjWA5MK9W_BfghkUpw1M6,Portfolio - KOMAL KUSHWAHA.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1JW0F8wG1VLM3CoMZwoI-oXyJk-vuR_SM,inbound4569997972605148611 - Bishleshan Paudel.pdf,application/pdf
1008MuswRRaJERxHO24DD84BcJ95gU6mz,inbound1022428192590701801 - BISHWAS GHIMIRE.pdf,application/pdf
1200U6cBoQErhR5DlFwPFfpO0tL6R8LIS,Arduino - Sambridh Pokharel.pdf,application/pdf
1Ec1qCJzWB09z9kkGO3wGOJT_emJh8zmK,EV - Sambridh Pokharel.pdf,application/pdf
1TpysJrX5OiIR_5vHrwUo0gBdxRrZYG3X,Ankita Mittal - ANKITA MITTAL.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1KUl06gcbkZpgRcnS7v3KUuQD2a_gV9m1,Software Fellowship Sponsorship Proposal 2025.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1-SbBWzFk-K4IXz4bov0x6DnZOq0-Z_ME,worldlink_mail1.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1YMQ_S-je0oKviAP2yTqZ2UqVWDhYy_PsqnJR8DJZhnM,"""For eSewa"" Software Fellowship Proposal 2025",application/vnd.google-apps.document
1SerDdbSH1mTl2Hj01skC6ACvBNdXClM5,esewa_sf_email_draft.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
17K6Ojq7CDGjZVIJ4KlJTstM6M8L5bH9K,sf_email_draft1.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1KTU3Sp8Xgn6E7N-FlxPJJ5bRVULTztKx,hf_email_draft1.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
12reiS5mXtdBJSRMYHUTjG8tyDiw7M89z,leapfrog_sf_email.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1FbHrj_AxVcToA6XR59bMmyt6o9TSNpB3,bajra_sf_email.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1S99bX6EzDScZ2Is4MLLpNWGO4suq-fwj,The Zerone 2025.pdf,application/pdf
1RRcYX8qjV5l_K8TdbhWTOIeSD2PTo_uo,walkathonflex.pdf,application/pdf
13i6JXwNjdFSBIrqfX-UucwhK_kLq5yEE,Part_ID_A4.pdf,application/pdf
1pLN6VxQrgRctkqb45dWVRz7zqCesNkDK,Staff_ID_A4.pdf,application/pdf
1STCe5ez96_g0B9g13k-f9BT7d1JbyIY0,FPGA_RunnerUp_Cheque.pdf,application/pdf
1xlBk5XvxxcO2WX1ICsYPqqvV5ZfUEH0b,FPGA_Winner_Cheque.pdf,application/pdf
1Ac3SGyPRrEb57HLKrIKeV6qGYCSKTzMY,Prospectus LOCUS 2025.pdf,application/pdf
1E45Dn9mwLvBtmtd5gKPstcPah7ewjukO,Jobaxle.pdf,application/pdf
10vq8pQ1pYESp1N4qFgP4X-0zan3Cxv9i,TechAxisFlex.pdf,application/pdf
13onCDYL61tQ3b6rD-ZRjiifubey1tpWz,mf-inst_eng.pdf,application/pdf
1rq5uTY_QwFN840i784bsV4cTThFpLMul,Windows 8_Notice_ENG.pdf,application/pdf
1c2yomqyojakVqN9C1denaVsqiyQXyD1E,vianet-log-white-bg-black.pdf,application/pdf
1DeUyYmRA8VxfV_G_CwNhsDPoGH7Prfw3,LF Logo - CMYK.pdf,application/pdf
1jyb-aD3ot_US5bL8DhuQX9CDUwuDRhrE,THE NEXT LOGO.pdf,application/pdf
17MXaJL1reiXR1hvEFIs8zbapLoAMn9jN,nmb logo.pdf,application/pdf
1Pnj2PuhKdP3ofzFS5cAS8yxLOvFVPdFx,EW Logo.pdf,application/pdf
1eTaUG9wCXodGabYzpOOWhqx52f8NbikK,CAD Instructor.pdf,application/pdf
1qZmj2-tTf25JMlSpDvItxNBdViDRDS6X,Certificate Sponsor List.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
1lVn2y9MFv8aLTCMFhvNlY2kqbk4Jl97V,Sponsors Certificate.pdf,application/pdf
1ngKSgPJK_bMEoDiI1OLXWJ1WCdX6Zm99,Sponsors Certificate Report.txt,text/plain
1_rn4TBfkY6h5RTDvGd-SqQm4v7keQ4H6,Home electrification instructor.pdf,application/pdf
1QAn9BcfpNuFkmqYNBWv5sprwLhfUAdKO,names.csv,text/csv
1m-VI6YSd0Bn0iUc-S8cuUMCgWQ_FUlHW,Electrical Project Mentor.pdf,application/pdf
1fkLENsNmuXE4ygAiiLXvwgVOoih1OCkz,names.csv,text/csv
1uMaG5AyIPbGPK6fBaeN7guiMTrjdC2ZF,CAD Instructor.pdf,application/pdf
1L6ImXWaMKES7cy3KDJZzISTczXjyVgtL,Certificate.pdf,application/pdf
1nxfLwFRQeKkgkvd0OyfdSofXoFw92yo8,names.csv,text/csv
1hBBZkoiN30Td84Tqo30B-W_Ocuhxab5O,Project Competition certificate.pdf,application/pdf
1c19hI1ds0thlyPc9jTMBKpZKtMnjUxVI,Remaning Project Certificates.csv,text/csv
1kYxiKV8CVFicEFmEssmsLr-KQQBYSd9v,Robopop Participation.pdf,application/pdf
1PZbDuDvG07ny3t0amd848vSXVfK_js0j,participants.csv,text/csv
1URp2b5t9IBgHO-ojDIIWjWlPH3FBKyZm,Robowarz Participation.pdf,application/pdf
1OmOniV9kKstn7fPhH7YxQdgFl70I6MzL,participants.csv,text/csv
1JK7emuTAY6PafPnc9w-w3nrW3tYtbM1n,Dronacharya Participation.pdf,application/pdf
1PoEE02rJw2UXGwsO38KwuQ713EhmD4ke,participants.csv,text/csv
11m054Sx4L99mc6QqivAV1cvhVEjcQHnI,Photographer Certificate.pdf,application/pdf
1Q-v_zhFDkcgI49regn9BRoTwA9jIGd-a,names.csv,text/csv
1ASe70NZxQyPxbubfEYzRfQYUO7I3dAhf,The-Zerone-Members-Certificates.pdf,application/pdf
1FK_n4A70rrviIU_g8RNVQmKGJI9Gq8D4,Flashmob Certificate.pdf,application/pdf
1nFO-9zP0Vvvorq32EFB0MSkcUNljBp4U,names.csv,text/csv
1MDDErDz2o3Q194Vo3x1kmjrIcjO0OvzP,Badges 2Q.pdf,application/pdf
1TLyBLPQWvTFJ2NpVod8-A48Vq2P7IrSr,certificate1.pdf,application/pdf
1_QwV3aThRYG7o2dLlqh0TjQAINTyjijb,flex quiz final.pdf,application/pdf
1auAqdUZzxflDm21EVH3J8zjJxNGjq6ek,Vertical Banner.pdf,application/pdf
196kyO8Q0W8zCCkb3y-cgx5OnihUcIapm,IdeaCamp Cover.pdf,application/pdf
1l-4I-SKVmupPWBkCq1gfO1aK4OhWHEcR,IdeaCamp Two.pdf,application/pdf
1dMuXyvdVPrGejuT7hGVItW0eERBS9IaX,IdeaCamp infosession.pdf,application/pdf
1U4dGumS4NGyyZ2rJwb9_2VIvcJQ-8Edy,IdeaCamp calcgen flex print.pdf,application/pdf
1iBHGKivmm9PJwM6TslD5wb8TGy1i7q_u,Gaming_Zone_pdf_Updated.pdf,application/pdf
18aaO1wIPCi8tBVx2sAtrHWuOk0v6MZZk,Locus Gaming Proposal.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1JF5siKRlR7lQ2yz5gkFESOMjvJ2hhaJi,Locus Gaming Proposal.pdf,application/pdf
1yAJ43KxdycXoAmP9b1y1axpciGLPP84j,Flex draft5.pdf,application/pdf
1bpZtPYh1A6mTOOrOksCNvywv47qzkQMw,Flex draft4.pdf,application/pdf
1_WL1srR831jvLoAhY5WLM5bhHAzEiv18,Flex draft 3.1 ('Pulchowk' corrected + Logo size reduced).pdf,application/pdf
1RQ7SVflcOS1Q0AOFVO-I05xOY2NNkc9w,metering.pdf,application/pdf
1Yl3qhPekE_28l6tGYiWey3pGDOR2BYRz,renewable.pdf,application/pdf
1Mi6MpYJ-eJBq-eZohIVM9FpVTtXOM3k2,EFFICIENCY.pdf,application/pdf
1IH6HfhK8O3iW3BhQlVssfcQR3-N8xCC-,mentor certificate.pdf,application/pdf
1VwZ-WzG1CHOUxKR1yfLYKup4WMqqwwaD,certificate54.pdf,application/pdf
1XlNRG4984ElnwcZm8bTK3SfMT2MQNDIw,certificate53.pdf,application/pdf
13P1Oy3r8jMeNo2WXEwmdePXC-XueuTIm,certificate52.pdf,application/pdf
1lzV5TSQt_HWM897KUshgAF5RuwIaSNKb,certificate51.pdf,application/pdf
1M2bRcaAo0umQnHJxN0gU0XxSt1dC4bZW,certificate50.pdf,application/pdf
1cvWDagCzjx1tAPQ34yKIaDeud5gOEBl0,certificate49.pdf,application/pdf
1i63wlPX_j6EvvB22wOAzxWSNQX1pdu42,certificate48.pdf,application/pdf
1DXDGl-MwMNrdWg1w4hBx_RLC8IFBNSFK,certificate47.pdf,application/pdf
1Zi9amxsg_vsTurYAtj_74Tc268nsxXZM,certificate46.pdf,application/pdf
1uymfiol1aW6JfXS5Rs_evoHsykbjN6SB,certificate45.pdf,application/pdf
1IOLijoFz2sMX44HEFAuBYFSxrll6jpje,certificate44.pdf,application/pdf
1hIbupod5FkyKc7QpM4OrYd6D2ww937-W,certificate43.pdf,application/pdf
17RZVzV6m7ySEyCTmLXKRS2NRDn6JMzn5,certificate42.pdf,application/pdf
1EwAZc5D_XCkw96l2NE04pZEungASArGK,certificate41.pdf,application/pdf
1z8vQyRcOnQijihmR5Yeoe1n_ugy_oNZ1,certificate40.pdf,application/pdf
1rbcNasNZOfpBDHJcbJtl7dkiyj8dAgbl,certificate39.pdf,application/pdf
199Na7OEg_hteuj318h2do7Eq1NaAnd4U,certificate38.pdf,application/pdf
1qsRl_pYSRB27ne_sF1NX0RFnsTfDTo_y,certificate37.pdf,application/pdf
1UvjwLZqqFtbnV4GVbGut2RySzm99ZzCM,certificate36.pdf,application/pdf
1tE7D8abRT2ja5LUTLxRLn-WWOrGAS5ns,certificate35.pdf,application/pdf
1uHJMwCXH3qnccmwGmogEZaxAoS-WZANf,certificate34.pdf,application/pdf
1FgYSZPPKvLNPj2MvNEhwuc9zyyNlGQXu,certificate33.pdf,application/pdf
1q_8jBReMowWRLM0JbkUwZL6oKxRdJrlO,certificate32.pdf,application/pdf
1wN9PWniqr3O4Nn4DQ7L7yIqZ3rWE5Ff8,certificate31.pdf,application/pdf
1jA9zzKZk1UZdTHPS9Goxrr1XK-1o1KCn,certificate30.pdf,application/pdf
16rAD0exBI2AkAinpTQ48wQ_zjLs6mGIg,certificate29.pdf,application/pdf
1lUqoJjRaCvavS1AWsIlUBjKTzrAWW22F,certificate28.pdf,application/pdf
1duZ9KBtTpB_NaRgJB8fBNSrYnRd2hH5e,certificate27.pdf,application/pdf
1oNxlVT42R-32I7y1NL4lFDwTEHwS3BUM,certificate26.pdf,application/pdf
1oQ4fOwLyO8HrmNgDbdIY9-xl6RQ1pS62,certificate25.pdf,application/pdf
165dfkCOniv1B1XK6a-3Tp7KmlQUbz1Dt,certificate24.pdf,application/pdf
1eqOerff0gqQE3Yl9qoRrhWG5SawbTjOn,certificate23.pdf,application/pdf
1JM2vEx78qnEGN7NujSvMszbsFFfUT0XI,certificate22.pdf,application/pdf
1Kia6J9kM1EXwm2x9WO_DZu9dS3SD2QxE,certificate21.pdf,application/pdf
1pYdBAMy05_kvQ0OQFhwSa8Snt_6Do2ud,certificate20.pdf,application/pdf
1bANUgNx6cX5ypVYe3GhcRQ6KB-Oy6d0H,certificate19.pdf,application/pdf
15oa6YHb1p1e4VzrlpcoZOjN0UngsWns_,certificate18.pdf,application/pdf
1M9TdqH5GdJDNcTzfCvd5TrvR61gN_ltK,certificate17.pdf,application/pdf
1Vvm5Qi4ilysOkCdzEd4El5e67TUwwTR6,certificate16.pdf,application/pdf
1fcKtuPKXfkB9mtcv5OFfJpxNt9whjf9J,certificate15.pdf,application/pdf
1BhKPGdGmjE4o3UuB72UV2b5JtDxdi7h_,certificate14.pdf,application/pdf
19k3Fiwk36YKKK-IcRhAuwUAFBGNLtLtI,certificate13.pdf,application/pdf
10FOVgIXUzEh9cXPNjXI4i6wicG-0isKP,certificate12.pdf,application/pdf
1RXjVB8CUwUDRgafa3QhIWo7Zn35gmMuM,certificate11.pdf,application/pdf
1pWZ8VYWq0XXMeJzMHNmd5ud62R1P9dTp,certificate10.pdf,application/pdf
1FHflUawPteRBTMRGg8bGXF0joue00Jpq,certificate9.pdf,application/pdf
1VmSalXdkizHMYH8jH0HzuZeDs0Bne8Ti,certificate8.pdf,application/pdf
1WmeKYh63RnHHwelPMWwHE_EkoHhorIli,certificate7.pdf,application/pdf
1XBO0dlTWlYoVRTuqBOesVBDv2K87XSOe,certificate6.pdf,application/pdf
1SAEtMzyQ9u8enQ52BkBE435AOQBLrfW7,certificate5.pdf,application/pdf
1dzLPWJsJohoRDpqxPgoEG8YUsbKKB0tt,certificate4.pdf,application/pdf
1SeWEYkfoAxb3Ivqs3PQjOBmkG9EePjqg,certificate3.pdf,application/pdf
1-LsBkB-XK_XKw9355hI73QTLLUV3Q424,certificate2.pdf,application/pdf
1zd6vFeJTx8h9xT7DAk2KikgPn5hsYw5g,certificate1.pdf,application/pdf
1-_h-HencVAW-j_lQHTTkIKBxGll0PTc_,Volunteer card.pdf,application/pdf
1dy0ga2FF__z1-WE1-W3YBOg9ikqE5RFk,Renewable Energy.pdf,application/pdf
1XaHYFEEPnUEAM4ZJdB9QxgCVsxyIDTSq,Metering and data communication.pdf,application/pdf
1Ps7NZwFzYYD3DxF-OJassSSYTq2hjPkF,energy efficiency.pdf,application/pdf
1XArF1F7x2fz1R0hwZjYyCxwcTCMI946o,Yomari Standing banner.pdf,application/pdf
1ZA2od0V_dlsMheZOjehcq123XFLe-MYF,Participant Cards.pdf,application/pdf
1vAB0yLLSXO6bea_MDDkh6-7SdllbWT2j,Badges G2C.pdf,application/pdf
14uOFTIsjoFRMxwvHhPYT9jS-0EUc5LPP,Print this.pdf,application/pdf
11JlQwSfFuVW_qCDtYIoS9aOhwb0QOxnL,days to go.pdf,application/pdf
1Sp1IV-8OYlBvf3NWksj3nyl6FRO3pwx9,small flex.pdf,application/pdf
1zOEirFije5a5YUQMSqPMwqO05lww8SgK,medium_flex.pdf,application/pdf
1QyyVBBl5OppCVwTwn8S0Zw7UDaNr2Xvc,photobooth.pdf,application/pdf
1406b0ekIAWx8Q7OaoAxvx71lLhkkxFO9,Hack a week vertical Banner 5x2.5.pdf,application/pdf
1wS3idcwwuNTdaFkjkPqnUqglqlvZnMmz,Robowarz_pdf.pdf,application/pdf
1ijLuP_yzGQbV_m-jNj06-wL2I3Qb2Ug8,Dronacharya_pdf.pdf,application/pdf
1DhSsQhgllnX54XfG3y8R98ZlEgd2a-Yv,Robopop_pdf.pdf,application/pdf
1TtcDq6lRKdVntHAua9OCBL8PIN2ZsQ0H,Home Electrification_A4_2.pdf,application/pdf
16Xt8JXE_zpoZOuDR-6BblmPSMClaZPR3,Volunteer certificate.pdf,application/pdf
1gMRH1vhB5Uh6PhsyAGHeOufxrO82CfOG,Volunteer List.csv,text/csv
1y-u7MowW_gS1zPH0Oxyyu8m7FRWMCxZF,Marketing Trainee certificate.pdf,application/pdf
1u3YHzRxKnfbkZ0GJsaGj_Bxe18Fn7_nr,names.csv,text/csv
12cIryRRIc_d6-wLW-FkzODTj-2L1zAXSrW_eGyuAxR0,Event Organizers,application/vnd.google-apps.spreadsheet
1trNglE9wuHLqlS37LlVpMKIcdMewkHrl,Event Organizer Certificate.pdf,application/pdf
14Ztx9AZqJq28n7UZRSHuddFVlPXoAL9A,Designer certificate.pdf,application/pdf
1KneUOp35HmTyCivma6GcC6JfiEiFIt-H,designers.csv,text/csv
1UZ329RlcKC4OpniywfB9hbkabv9NG0KP,Codejam Advance Certificate.pdf,application/pdf
1vTc3kPtsUNOyGF8O6zzc8DZGd8mXIG6S,participants.csv,text/csv
1ryW7aAUDA7LxtVIusmpMTr0evPjqLT4V,Energy-Hackathon-final-report.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1tU6xlhJlkrAqtHHE-WYQd4i29G6oPyCex83LPkfDTSU,Energy-Hackathon-final-report,application/vnd.google-apps.document
1tzoOahtnsueQhZKsg6xJHjEk5d6wkvnx,The-Locus-Scavenger-Hunt.pdf,application/pdf
1fEmeqYCxjmDB2ZnWYRd_TFIm66z1BbPC,Robowarz-converted.pdf,application/pdf
1DwxZuFWnvhx9wKoM7yG-8Nlw5dV-L5mo,robopop.pdf,application/pdf
1WhoNbOqu5Dy8dfUQkKY_0riN8FL61UxK,robopop report.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
19OE4Os26q2-QBM_GQ6r3n0TWY8YM2mcp,Energy-Hackathon-final-report-converted.pdf,application/pdf
1UK_UTU_XdPEC8rp5JAi4PIoTmE06TAQX,dronacharya-converted.pdf,application/pdf
1bOi_xaarMP-REhb7QRj2QQBL-t6nVTxY,YomariCodeCamp.pdf,application/pdf
1Nkb1DSxk9XS2AC4eD_9kUwM74Qgv2Nct,Calcgen-IdeaCamp.pdf,application/pdf
15GNdot6P1JOb15CNQ7ufTGMy0fCAAUT5,codejam-report (1).pdf,application/pdf
1V9-28Rd51iOZ8GJSVQLQf1MjhELdLA5THoH-AjEcC38,Introduction Details ,application/vnd.google-apps.spreadsheet
